name,tempo,beats,chroma_stft,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,label
2 Chainz - Watch Out (Official Music Video) (Explicit).mp3_part_2,130.8139534883721,60,0.35122358567185585,0.18141357600688932,2669.4666135546977,2848.729969994655,4844.2221382865255,0.059154240634998224,124.71019521825123,-32.68638898618877,-0.5473375666275773,-7.372800414256583,14.721552031766665,-29.90982317930705,-10.418075724610526,-5.614144946664621,-14.607265459057238,-10.169231884256947,-3.3325209972779235,Hip_Hop
2 Chainz - Watch Out (Official Music Video) (Explicit).mp3_part_3,130.8139534883721,62,0.34992525055302875,0.17206230759620667,2757.311279834857,2870.425970531049,5005.401817454674,0.06436025956496623,123.994446985687,-40.5059537894333,-2.13361714614842,-12.19016473647364,9.600854396995226,-31.569704690661954,-8.585302474407326,-1.179420316722325,-9.110312016059877,-12.9076284970771,-6.141944031597824,Hip_Hop
2 Chainz - Watch Out (Official Music Video) (Explicit).mp3_part_4,130.8139534883721,63,0.3633585204813633,0.1828158646821976,3045.101058828204,3225.1893716199047,6025.712095627444,0.06625523518041238,122.06562056299278,-39.98359478988499,-6.1756650395575035,-18.75380109285144,14.88919286317285,-38.76153148718363,-4.346464619789348,0.9467765223742044,-7.4737486227928125,-15.085811444613404,-9.22389056885423,Hip_Hop
2 Chainz - Watch Out (Official Music Video) (Explicit).mp3_part_5,130.8139534883721,62,0.35726165693898465,0.18747222423553467,2910.304544362144,3005.1182226393407,5379.7019418770005,0.0685241026595272,120.36596018849704,-40.85109521043874,-2.1220640503602906,-17.539958567624538,13.019737209979713,-31.24740057154403,-9.13064680564886,-4.7759354177833035,-11.161672229842956,-15.578161215584819,-4.345236141602217,Hip_Hop
50 Cent - Candy Shop ft. Olivia.mp3_part_0,148.0263157894737,66,0.5971465780352592,0.04753979668021202,1294.4346420716108,2418.8566329511386,2222.054968005688,0.0176183956185567,154.27852779915364,19.393171818061887,31.41545265336921,16.092560388565506,18.335775637673343,8.605163097213158,9.613955354008857,7.795494080647731,8.324449367203965,6.072543852940817,4.229933884412048,Hip_Hop
50 Cent - Candy Shop ft. Olivia.mp3_part_1,193.96551724137933,93,0.5297373717151572,0.08764013648033142,2737.326751108889,3168.9160434668397,5576.142019196587,0.05384719799813367,135.32327479036806,-18.484575627215033,28.952763333633236,0.17322587334749773,26.075215552704826,-3.9802800652824777,9.161031070088988,-0.5648324603172908,6.137929405989347,4.6465673327923565,2.861120069709779,Hip_Hop
50 Cent - Candy Shop ft. Olivia.mp3_part_2,187.5,95,0.5411698725400309,0.09273723512887956,2817.2968320822297,3165.745942440215,5723.9324120156425,0.055128914581852116,137.27703474777087,-24.51575755441725,36.662826545051715,-4.750401657312357,26.420157423512503,-0.14738262646635886,4.746556260107509,-0.7932556171592813,5.636557313727256,-0.62327558275224,1.83767862042108,Hip_Hop
50 Cent - Candy Shop ft. Olivia.mp3_part_3,98.68421052631581,49,0.5135283794404621,0.09164761751890182,2747.873426463985,3241.429387478949,5605.670103092783,0.052372113013242086,136.20845221125612,-18.53867408450079,32.11545706766621,-1.1025935694790912,26.270818756566594,-4.8919518408370655,9.237056839847972,-1.444643744206611,5.083731112987294,3.4725216632438864,2.186239832315529,Hip_Hop
50 Cent - Candy Shop ft. Olivia.mp3_part_4,98.68421052631581,48,0.5343671018084893,0.09297026693820952,2819.9644884574127,3218.114087371472,5831.488290970495,0.054746343705563465,137.57275323856442,-22.380993480216407,36.45227351882063,-4.202984659766941,28.277240218834528,-1.0936515217621707,4.440642714572384,-2.3889142091085924,4.397782710260577,1.2231205251301485,-0.7193691618903443,Hip_Hop
50 Cent - Candy Shop ft. Olivia.mp3_part_5,98.68421052631581,48,0.5166726469817392,0.09372172504663467,2813.6778737921118,3190.211141881818,5618.284527195166,0.05565902867268041,136.69195389260588,-22.85384544858843,35.10054993839867,-3.832455788644392,25.41532492353414,-4.332513076937597,6.220091389918204,-1.2095650961176696,4.83125459795165,0.8838293557147753,1.8631153943246308,Hip_Hop
50 Cent - I'm The Man ft. Chris Brown.mp3_part_0,95.33898305084746,48,0.3380940947959236,0.09993678331375122,2045.6789295913388,2738.203467059547,4156.377755065766,0.03713419697609314,158.68229481913744,5.927854752716622,46.16039582038343,-1.8405544188948373,21.32041520171629,-14.246554307994499,5.760650975617637,5.657352415897684,-3.0624512199211376,-5.831292117091826,-4.245760347838076,Hip_Hop
50 Cent - I'm The Man ft. Chris Brown.mp3_part_1,98.68421052631581,47,0.4416151554570799,0.16391383111476898,2145.03291317224,2747.684235462051,4445.609669392108,0.04127703686011376,147.158001776274,-8.344249881192725,39.59892210744438,4.872000591248536,22.36772091662333,-6.705658433003322,-0.9847511823594454,9.272363176872938,0.5561341830095711,5.020854213924169,9.361534790759286,Hip_Hop
50 Cent - I'm The Man ft. Chris Brown.mp3_part_2,96.98275862068964,48,0.4854990902624672,0.17595531046390533,2192.5750625838823,2758.5784498011462,4470.296947209385,0.04320204185922503,157.72692578973434,-8.169453803970914,39.641171583569715,4.059698711429931,23.336999542462344,-16.24081565567534,-0.4439337477157323,15.584238064370895,0.8964993641227325,5.241590745673392,8.132011029464639,Hip_Hop
50 Cent - I'm The Man ft. Chris Brown.mp3_part_3,98.68421052631581,48,0.4688315748997986,0.21822471916675568,2683.9554275661867,3058.3818107224056,5649.462317810167,0.05603448275862069,151.16276380239725,-31.24784203350941,40.152215552257815,-9.004169905995171,26.24954610026033,-18.19393902453778,2.600786814463528,8.256223675653597,3.7436715545010917,8.846689030660109,8.186118378850956,Hip_Hop
50 Cent - I'm The Man ft. Chris Brown.mp3_part_4,98.68421052631581,48,0.4365283083389336,0.21973155438899994,2772.222016844192,3388.0733371709143,6553.368290081763,0.049090231181123364,140.7997211510026,-10.107915124534502,57.34096755307742,-18.72678214909137,27.45674507490909,-9.781064894726123,-0.05482470612914813,5.151781267534732,3.4865684793583305,14.526897066041816,8.40264086052349,Hip_Hop
50 Cent - I'm The Man ft. Chris Brown.mp3_part_5,96.98275862068964,47,0.44700238042078255,0.17163564264774325,2291.380491922302,2724.406533870322,4574.536749022396,0.049113664515197296,161.05710782119638,-13.330550497345385,30.23415164371302,-1.2373872347358563,25.257535921537077,-19.424642065373718,-2.022599304974291,13.844553985201454,-1.4663888515929937,5.337212511778271,8.125161025842575,Hip_Hop
50 Cent - In Da Club (Int'l Version).mp3_part_0,122.28260869565216,65,0.6093160563365939,0.054490625858306885,3285.401554521135,3336.3805318540826,6296.605603448276,0.07685647551546393,102.18704230983495,5.347271492686724,38.733808223236316,-6.9002137216533255,18.397305833745296,7.685650435743284,16.031396958302242,-0.4754725792638858,7.708080895184937,3.3143431896626234,6.770048875502979,Hip_Hop
50 Cent - In Da Club (Int'l Version).mp3_part_1,122.28260869565216,59,0.5661610360069304,0.06142781674861907,3004.5955384780023,3264.408159638539,5859.883242979025,0.06379195781861002,122.53604094371978,-1.8191497337277576,34.32939960195104,-6.5111814774142776,19.540552698114052,3.5456074629334227,11.579738599559345,-0.7777717576266694,4.02050671987037,-0.8328118935116896,5.325919027283962,Hip_Hop
50 Cent - In Da Club (Int'l Version).mp3_part_2,122.28260869565216,62,0.4394967931815104,0.07334686815738678,2837.210244017586,3253.848740975466,5680.756754354781,0.055693397562655525,138.57743147760954,-19.22308799774581,31.791503246584377,-9.618079170063957,21.7416332705175,-7.543675239642018,7.453220243491168,0.14487087060085804,1.4050446568284485,-5.214576431545779,1.92961982366452,Hip_Hop
50 Cent - In Da Club (Int'l Version).mp3_part_3,122.28260869565216,61,0.4556247698100033,0.07454876601696014,2790.1918599939404,3225.4230935291143,5617.259709384997,0.05541341261553501,141.36851911070656,-20.64629178817677,28.15009584639337,-8.867946334353746,21.672542877182703,-5.512523668850321,7.131932038425277,0.9988179686953396,2.275651677420667,-4.821218758870691,4.543347928754402,Hip_Hop
50 Cent - In Da Club (Int'l Version).mp3_part_4,122.28260869565216,60,0.4498087989671308,0.07636089622974396,2636.811336040063,3138.846511170086,5302.915592783505,0.05128914581852116,152.31296224370942,-21.327648569389016,24.12654660144552,-11.524249713182206,21.25116863607556,-5.701569799644022,10.091597503130146,2.6322137573607787,2.213813860104933,-6.123605315208747,0.1190911563947978,Hip_Hop
50 Cent - In Da Club (Int'l Version).mp3_part_5,122.28260869565216,61,0.4711781331130391,0.07462466508150101,2773.852753733923,3163.104615580988,5532.841383753999,0.05483243951075365,142.48815105545188,-20.773344228215148,30.893718848237533,-6.543143623946108,22.240920625796146,-6.114194452322332,6.1416296806052415,-0.4832075208790751,1.8258742321068595,-3.200400979621932,5.370151118778561,Hip_Hop
"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit.mp3_part_0",114.79591836734693,54,0.4515152716829988,0.05310620740056038,2918.490739644626,3302.7951965656157,5610.5025773195875,0.06235662271151795,101.07055237623537,-15.214791352207135,1.668601316698453,-3.6449126994145487,25.402781297408534,-1.1208500529196062,11.087358513405583,-1.3312056390634004,6.82315413136628,-2.965647529581556,8.41355936289236,Hip_Hop
"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit.mp3_part_1",86.53846153846153,41,0.5576808137443922,0.10069801658391953,3700.601954920232,4188.78633911009,7731.458851759688,0.06893861230225737,113.27357759617821,-11.02628214895972,34.267082033024074,-3.7728159505671233,42.792302790740386,-4.28303873492929,19.728990501684553,-6.466083141000731,10.92525673237616,-6.4771924332292725,14.301110725489625,Hip_Hop
"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit.mp3_part_2",114.79591836734693,56,0.5510310731830774,0.10051893442869186,3544.9488533217873,4171.217833409265,7518.471716139353,0.06268069704274795,117.48675303421936,-9.137388694743251,33.78257668913367,-3.043512167494912,42.73051183237732,-4.709991463357868,18.636432804168,-5.667771447601718,12.441800614590285,-5.856061754814072,12.096048521262098,Hip_Hop
"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit.mp3_part_3",114.79591836734693,57,0.41044676618666015,0.08273256570100784,2455.632269921977,2970.372918917317,4785.8741779239235,0.05185328163881976,154.13864120593288,-16.001380620901244,17.658148492340874,-0.2527798739359618,11.75118762747952,-10.274366651915164,-0.2611526093608515,-11.610074199168134,-6.660813877641525,-4.554162740605925,-0.06932189767893103,Hip_Hop
"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit.mp3_part_4",165.44117647058823,84,0.5232315648705168,0.0936526656150818,3604.6185395809343,4067.398323299941,7578.311078030572,0.06877596760575898,113.65671519113673,-12.381067910942248,33.24683832952501,-7.824888546790879,31.301831939609734,-8.860398837892529,9.019118694453221,-10.18928275003775,9.39913149641786,-10.321668225158136,4.953980248044816,Hip_Hop
"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit.mp3_part_5",114.79591836734693,56,0.5966388429438303,0.11413194239139555,3591.3864436096765,4151.85733138962,7532.035971382867,0.0665683739557412,115.63135384754663,-12.558932386531241,39.35979979387803,-0.6911805720738364,37.254011023929245,-5.97684821518805,17.11052260987185,-4.8578578863925665,15.746723809760024,-9.35038501454782,12.291527553541071,Hip_Hop
A$AP Ferg - New Level ft. Future.mp3_part_0,119.6808510638298,53,0.4156062472416005,0.10574261844158173,2620.8783426838518,3150.786138037461,5381.1433522929265,0.049996320098649134,139.05942018223007,-23.637550340115094,22.27330211591559,-6.586538761034522,8.440914331242949,-10.6522714406746,-4.0518116650679366,-7.36850428365846,-4.612421288465325,-8.458773517141077,-3.9955441246723513,Hip_Hop
A$AP Ferg - New Level ft. Future.mp3_part_1,119.6808510638298,60,0.5882867183005924,0.2737698554992676,3066.446789417564,3874.043009566278,7192.1963873089235,0.03239354670280839,126.96449817595189,-20.854227310225852,49.055643098054745,-14.749436583980865,29.51547383486435,-3.682593421190941,15.152582624354904,1.3227478568810225,11.116226186801011,-6.275307231513502,9.615042120648267,Hip_Hop
A$AP Ferg - New Level ft. Future.mp3_part_2,119.6808510638298,58,0.5143722353357154,0.282577246427536,3253.5001762488487,3958.2412863546015,7462.398351404196,0.038151724415659435,122.76856236349623,-23.72026366628943,47.469755012191925,-15.6774309155379,27.985075791592394,-6.1011249333086335,13.80661131437442,-0.4969987828729359,13.748743422116073,-6.152888000865616,12.386647723891313,Hip_Hop
A$AP Ferg - New Level ft. Future.mp3_part_3,122.28260869565216,59,0.4952284261696129,0.2721099555492401,3135.3465292302503,3861.927324858269,7179.9818921080705,0.0367002463450942,123.04814124078405,-26.505785377349248,43.24723170422953,-17.772380442142726,24.39602066712433,-5.319971980971638,14.763638722880554,1.4779831044553091,12.194053080872536,-5.624521545365169,10.660537403232413,Hip_Hop
A$AP Ferg - New Level ft. Future.mp3_part_4,119.6808510638298,59,0.5157169010414906,0.2838121652603149,3114.5965758823913,3886.387849040459,7292.55354603626,0.036923123389175264,126.48158554908574,-17.24583673122098,48.75919547716693,-19.33723041530044,26.338814678256274,-1.4862094152214784,15.089222278921461,0.15133071349523805,10.034943146254486,-2.8943945866739647,6.437189429154332,Hip_Hop
A$AP Ferg - New Level ft. Future.mp3_part_5,122.28260869565216,60,0.4645020863196488,0.1854684203863144,3925.8017983234913,3945.7529320096996,8161.7490223960185,0.07924164176368645,106.39291996602192,-33.50612328102529,34.51702488036881,-32.505196835230215,14.389080317129226,-11.172664031511855,4.5407403472951575,-12.42025157753288,2.006206880797028,-10.85775667375292,-1.1823311837443349,Hip_Hop
A$AP Mob - Yamborghini High (Official Music Video) ft. Juicy J.mp3_part_0,137.1951219512195,67,0.6121924186200266,0.27134001255035395,2090.749417696815,2808.194152801979,4359.58329630288,0.0234375,150.99956791216044,-14.579915230016539,27.38613865188601,-17.01914524527996,25.99392931671121,5.505381666306258,2.3758958280599822,7.322262987651107,11.776590956480426,8.89285329932739,7.418605299241241,Hip_Hop
A$AP Mob - Yamborghini High (Official Music Video) ft. Juicy J.mp3_part_1,137.1951219512195,68,0.57707584261514,0.2736608684062958,2298.100306794594,3144.734062636973,4903.29496978315,0.025200901784127268,151.39117149529034,1.5637052866656005,34.3208430164959,-18.8177485212148,28.243093327759738,3.0449864244870573,3.3705540014995914,5.1621825576489275,10.735967070216997,5.903875040781072,6.027094452323304,Hip_Hop
A$AP Mob - Yamborghini High (Official Music Video) ft. Juicy J.mp3_part_2,137.1951219512195,68,0.6231916928337627,0.2773240208625793,2284.280450527372,3050.1369792167657,4815.243956629933,0.025005971160682542,153.5233444332475,-15.639094708780489,30.678726329969578,-19.337780230872863,29.023524809648837,4.466015705499958,1.0180874081236406,7.156558305733223,13.392683252258887,9.61560094012634,5.933084223509263,Hip_Hop
A$AP Mob - Yamborghini High (Official Music Video) ft. Juicy J.mp3_part_3,137.1951219512195,67,0.6066083155090526,0.2679297626018524,1810.6134660765329,2580.794591346475,3622.6643041237107,0.023099712828830433,165.57360052614945,10.570627522382834,27.73959730466578,-8.530347965172139,18.492129977134105,4.037471006768996,5.978861046652577,4.854829151779558,8.864959805141178,3.1107364032420586,5.6888914299586455,Hip_Hop
A$AP Mob - Yamborghini High (Official Music Video) ft. Juicy J.mp3_part_4,137.1951219512195,67,0.6112477267473004,0.275494247674942,2283.580352205517,3017.057993515044,4799.180145751866,0.02659058528483825,155.66944401780648,-20.737482008604196,28.241619927444958,-19.229025800988072,28.407440559925213,3.9010915096594254,1.1302518028101325,7.125750848427683,13.032508586124804,9.812894964197902,6.455797950794767,Hip_Hop
A$AP Mob - Yamborghini High (Official Music Video) ft. Juicy J.mp3_part_5,137.1951219512195,66,0.5549411134280535,0.2644743621349335,1974.686953987826,2672.3591276005304,4023.984624955564,0.024809651895218627,159.54278475358498,-7.069160945735097,33.32414047455538,-11.161187643957007,16.590874057496556,5.34641928098304,5.682211749827551,9.205738110069847,4.358348951675131,5.720968361791465,9.258241896005234,Hip_Hop
B.o.B - Airplanes (feat. Hayley Williams of Paramore) [Official Video].mp3_part_0,92.21311475409836,45,0.4437102251681305,0.12901918590068814,2433.823137042441,3063.4376958824437,4647.248822431568,0.04900135809189477,161.37531887557319,-22.177853611059003,12.692896079026115,-2.2246458642201423,26.382993616249422,-15.829344471052403,10.479143752562301,-8.606296384633785,-0.571253215726272,0.4940434602167543,1.1236731386424008,Hip_Hop
B.o.B - Airplanes (feat. Hayley Williams of Paramore) [Official Video].mp3_part_1,93.75,43,0.4868740961023963,0.25686684250831604,2754.332184447149,3023.812852857784,5540.956607714184,0.059104596682811934,150.25088651811797,-51.501449116304634,47.55716874348435,-6.403877269631069,17.9731408215954,-0.5895198673714338,2.6561837612959054,-5.193601523303065,7.902553120006639,-0.663331092392433,-0.9658966543413514,Hip_Hop
